Team,Opp.,W/L
Houston,TCU,W
UCLA,Oregon,W
Temple,Charlotte,L
St. Bonaventure,Duquesne,W
Queens,Central Arkansas,L
Central Arkansas,Queens,W
Santa Clara,San Francisco,W
Delaware,New Mexico St.,W
Bellarmine,West Georgia,W
Miami FL,Stanford,W
Rice,East Carolina,W
Belmont,Valparaiso,W
Tulsa,North Texas,W
Bucknell,Lafayette,L
Stanford,Miami FL,L
Evansville,Drake,L
San Francisco,Santa Clara,L
USC,Iowa,L
Xavier,Seton Hall,L
Pacific,Portland,W
Sam Houston St.,Missouri St.,W
Lafayette,Bucknell,W
Iowa,USC,W
TCU,Houston,L
Tulane,South Florida,L
Austin Peay,Eastern Kentucky,W
Washington St.,Seattle,W
San Diego St.,Colorado St.,W
Oregon St.,Loyola Marymount,W
Duquesne,St. Bonaventure,L
Drake,Evansville,W
Minnesota,Wisconsin,L
Valparaiso,Belmont,L
Robert Morris,IU Indy,W
Seton Hall,Xavier,W
Holy Cross,Colgate,L
DePaul,Georgetown,L
San Diego,Pepperdine,W
UTSA,UAB,L
Pepperdine,San Diego,L
Eastern Kentucky,Austin Peay,L
Nebraska Omaha,South Dakota St.,W
Colgate,Holy Cross,W
Louisiana Tech,UTEP,W
Old Dominion,Arkansas St.,W
UAB,UTSA,W
George Mason,Davidson,W
Wisconsin,Minnesota,W
Southern Illinois,Northern Iowa,W
Missouri St.,Sam Houston St.,L
Loyola Marymount,Oregon St.,L
La Salle,Fordham,L
East Carolina,Rice,L
IU Indy,Robert Morris,L
Wyoming,Utah St.,L
Southern,Mississippi Valley S,W
South Dakota St.,Nebraska Omaha,L
West Georgia,Bellarmine,L
Loyola MD,American,W
Oakland,Purdue Fort Wayne,W
Cincinnati,Baylor,W
New Mexico St.,Delaware,L
Illinois St.,Murray St.,W
Kennesaw St.,Western Kentucky,W
Fordham,La Salle,W
Florida St.,California,W
North Texas,Tulsa,L
Colorado St.,San Diego St.,L
Mississippi Valley S,Southern,L
Western Kentucky,Kennesaw St.,L
Texas St.,Marshall,W
Murray St.,Illinois St.,L
Marshall,Texas St.,L
Oregon,UCLA,L
Jacksonville St.,FIU,W
Baylor,Cincinnati,L
Boston University,Navy,L
Army,Lehigh,W
FIU,Jacksonville St.,L
Davidson,George Mason,L
UTEP,Louisiana Tech,L
Denver,UMKC,W
California,Florida St.,L
LSU,Mississippi St.,L
Arkansas St.,Old Dominion,L
Navy,Boston University,W
Purdue Fort Wayne,Oakland,L
South Carolina,Florida,L
Lehigh,Army,L
Northern Iowa,Southern Illinois,L
Seattle,Washington St.,L
Portland,Pacific,L
American,Loyola MD,L
UMKC,Denver,L
Iowa St.,Colorado,W
Northern Arizona,Eastern Washington,W
Western Carolina,East Tennessee St.,W
Liberty,Middle Tennessee,W
UNC Wilmington,Towson,W
Northwestern,Penn St.,W
Illinois,Washington,W
Cal Poly,Cal St. Bakersfield,W
Louisiana,Georgia St.,W
Washington,Illinois,L
Presbyterian,High Point,L
North Dakota,St. Thomas,W
Penn St.,Northwestern,L
Northern Colorado,Idaho,W
Mercer,UNC Greensboro,W
Eastern Washington,Northern Arizona,L
High Point,Presbyterian,W
Stony Brook,Campbell,W
Towson,UNC Wilmington,L
East Tennessee St.,Western Carolina,L
Sacramento St.,Montana St.,W
Jacksonville,Lipscomb,W
Memphis,Florida Atlantic,W
Colorado,Iowa St.,L
Furman,Samford,W
North Carolina A&T,Monmouth,L
Samford,Furman,L
Cal St. Northridge,UC Davis,W
Elon,William & Mary,W
Tennessee Martin,Eastern Illinois,W
Idaho,Northern Colorado,L
Wofford,Chattanooga,W
William & Mary,Elon,L
Mercyhurst,New Haven,W
St. Thomas,North Dakota,L
James Madison,Troy,W
Stetson,North Florida,W
Utah Tech,Abilene Christian,W
Utah Valley,Tarleton St.,W
Montana St.,Sacramento St.,L
Georgia St.,Louisiana,L
Radford,Charleston Southern,W
UT Arlington,Southern Utah,W
The Citadel,VMI,W
Western Illinois,Southeast Missouri S,L
NJIT,Albany,W
UC Irvine,Hawaii,W
Appalachian St.,Southern Miss,W
Campbell,Stony Brook,L
UC Davis,Cal St. Northridge,L
Hawaii,UC Irvine,L
Morehead St.,SIU Edwardsville,W
Montana,Portland St.,W
UNC Greensboro,Mercer,L
UC Santa Barbara,UC San Diego,W
LIU,Le Moyne,W
UNC Asheville,Gardner Webb,W
Monmouth,North Carolina A&T,W
Eastern Illinois,Tennessee Martin,L
Florida Gulf Coast,North Alabama,W
Southeast Missouri S,Western Illinois,W
Lipscomb,Jacksonville,L
North Florida,Stetson,L
Middle Tennessee,Liberty,L
South Dakota,Oral Roberts,W
Charleston,Hofstra,W
Cal St. Bakersfield,Cal Poly,L
Central Connecticut,Wagner,W
Southern Miss,Appalachian St.,L
Albany,NJIT,L
Oral Roberts,South Dakota,L
Fairleigh Dickinson,Stonehill,L
Vermont,UMBC,W
SIU Edwardsville,Morehead St.,L
UC Riverside,Long Beach St.,W
Binghamton,Bryant,W
Troy,James Madison,L
Hofstra,Charleston,L
North Alabama,Florida Gulf Coast,L
Little Rock,Tennessee St.,L
Florida Atlantic,Memphis,L
Southern Utah,UT Arlington,L
Long Beach St.,UC Riverside,L
Bryant,Binghamton,L
Lindenwood,Southern Indiana,W
Tennessee St.,Little Rock,W
Charleston Southern,Radford,L
Tarleton St.,Utah Valley,L
Abilene Christian,Utah Tech,L
Drexel,Hampton,W
USC Upstate,Longwood,W
New Hampshire,UMass Lowell,W
Stonehill,Fairleigh Dickinson,W
Hampton,Drexel,L
UMBC,Vermont,L
South Alabama,Coastal Carolina,W
Portland St.,Montana,L
Longwood,USC Upstate,L
Wagner,Central Connecticut,L
VMI,The Citadel,L
UMass Lowell,New Hampshire,L
Le Moyne,LIU,L
Gardner Webb,UNC Asheville,L
New Haven,Mercyhurst,L
Coastal Carolina,South Alabama,L
Chattanooga,Wofford,L
Southern Indiana,Lindenwood,L
UC San Diego,UC Santa Barbara,L
Saint Louis,Dayton,W
Cornell,Princeton,W
Nevada,UNLV,W
Michigan,Michigan St.,W
Cleveland St.,Green Bay,W
Grand Canyon,Boise St.,W
Sacred Heart,Quinnipiac,W
Detroit Mercy,Northern Kentucky,W
Manhattan,Rider,W
Villanova,Providence,W
Charlotte,Rice,W
Canisius,Marist,L
Siena,Niagara,W
Niagara,Siena,L
Loyola Chicago,VCU,L
Boise St.,Grand Canyon,L
Rider,Manhattan,L
VCU,Loyola Chicago,W
UNLV,Nevada,L
Yale,Dartmouth,W
Providence,Villanova,L
Michigan St.,Michigan,L
Harvard,Brown,W
Marist,Canisius,W
Fairfield,Iona,W
Rice,Charlotte,L
Dartmouth,Yale,L
Quinnipiac,Sacred Heart,L
Columbia,Penn,W
IU Indy,Youngstown St.,L
Green Bay,Cleveland St.,L
Dayton,Saint Louis,L
Northern Kentucky,Detroit Mercy,L
Iona,Fairfield,L
Saint Peter's,Mount St. Mary's,W
Youngstown St.,IU Indy,W
Wright St.,Milwaukee,W
Brown,Harvard,L
Princeton,Cornell,L
Penn,Columbia,L
Akron,Kent St.,W
Mount St. Mary's,Saint Peter's,L
Louisiana Monroe,Georgia Southern,L
Georgia Southern,Louisiana Monroe,W
Milwaukee,Wright St.,L
Kent St.,Akron,L
Belmont,Murray St.,W
N.C. State,Wake Forest,W
Houston,Cincinnati,W
Connecticut,Creighton,W
Washington St.,Portland,W
Kansas,BYU,W
Stephen F. Austin,Southeastern Louisia,W
California,Miami FL,W
Kentucky,Arkansas,W
UCF,Texas Tech,W
Campbell,William & Mary,W
Santa Clara,Loyola Marymount,W
Wisconsin,Ohio St.,W
UT Rio Grande Valley,Incarnate Word,W
Davidson,Richmond,W
San Francisco,Pacific,W
Miami FL,California,L
Duke,Virginia Tech,W
New Mexico,San Jose St.,W
Florida St.,Stanford,W
Incarnate Word,UT Rio Grande Valley,L
BYU,Kansas,L
San Jose St.,New Mexico,L
North Carolina,Georgia Tech,W
LSU,South Carolina,W
Bradley,Drake,W
Syracuse,Notre Dame,W
North Florida,Lipscomb,L
Sam Houston St.,Louisiana Tech,W
Ohio St.,Wisconsin,L
Texas A&M,Georgia,W
Ohio,Buffalo,W
UMass Lowell,Maine,W
Cal Poly,UC Riverside,W
Winthrop,UNC Asheville,W
Princeton,Columbia,W
Washington,Northwestern,W
Arizona,Arizona St.,W
Houston Christian,Texas A&M Corpus Chr,L
Northeastern,Charleston,L
Arkansas,Kentucky,L
Hawaii,Long Beach St.,W
Boston University,Bucknell,L
Sacramento St.,Montana,W
Georgetown,Butler,W
Stanford,Florida St.,L
Arizona St.,Arizona,L
South Dakota St.,Oral Roberts,W
Pacific,San Francisco,L
Bucknell,Boston University,W
Marquette,Seton Hall,L
Texas Tech,UCF,L
Virginia Tech,Duke,L
Missouri,Mississippi St.,W
Penn,Cornell,W
Lipscomb,North Florida,W
Vanderbilt,Mississippi,W
Long Beach St.,Hawaii,L
Cal Baptist,UT Arlington,W
Northern Iowa,Evansville,W
North Dakota St.,South Dakota,W
Indiana,UCLA,W
Navy,Loyola MD,W
Tennessee Tech,Little Rock,W
Murray St.,Belmont,L
Creighton,Connecticut,L
Baylor,West Virginia,W
Charleston,Northeastern,W
Harvard,Yale,W
Virginia,Boston College,W
SMU,Louisville,L
Temple,South Florida,W
Gonzaga,Saint Mary's,W
South Carolina,LSU,L
Southern Utah,Abilene Christian,W
USC,Rutgers,W
Texas,Oklahoma,W
Boston College,Virginia,L
Fordham,George Washington,W
NJIT,Vermont,W
Towson,Hampton,W
Oklahoma St.,Utah,W
Hofstra,Monmouth,W
Tennessee,Auburn,W
Idaho St.,Weber St.,L
Southeast Missouri S,Eastern Illinois,W
Alabama A&M,Florida A&M,W
UCLA,Indiana,L
Loyola MD,Navy,L
Clemson,Pittsburgh,W
Purdue Fort Wayne,Robert Morris,W
Wake Forest,N.C. State,L
Louisville,SMU,W
UAB,North Texas,W
Wyoming,Colorado St.,W
Idaho,Northern Arizona,W
Seton Hall,Marquette,W
Mississippi,Vanderbilt,L
Lamar,McNeese St.,L
Auburn,Tennessee,L
Saint Mary's,Gonzaga,L
McNeese St.,Lamar,W
Bryant,New Hampshire,W
Notre Dame,Syracuse,L
Alcorn St.,Southern,W
Chicago St.,Mercyhurst,W
Yale,Harvard,L
Texas St.,Old Dominion,W
Texas A&M Corpus Chr,Houston Christian,W
Mississippi St.,Missouri,L
Howard,Norfolk St.,W
Drake,Bradley,L
South Alabama,Georgia St.,W
Morgan St.,Coppin St.,W
South Dakota,North Dakota St.,L
William & Mary,Campbell,L
UC Riverside,Cal Poly,L
Illinois Chicago,Southern Illinois,W
Georgia Tech,North Carolina,L
Bellarmine,Queens,W
Marshall,Arkansas St.,W
UC Santa Barbara,Cal St. Fullerton,W
Cornell,Penn,L
Cincinnati,Houston,L
Xavier,DePaul,W
Cal St. Northridge,UC San Diego,W
Georgia St.,South Alabama,L
Mercer,VMI,W
VMI,Mercer,L
Buffalo,Ohio,L
Rutgers,USC,L
Tennessee Martin,Western Illinois,W
Denver,Nebraska Omaha,L
UNC Asheville,Winthrop,L
High Point,Longwood,W
Columbia,Princeton,L
Oklahoma,Texas,L
Appalachian St.,Troy,W
Columbia,Princeton,L
Oklahoma,Texas,L
Appalachian St.,Troy,W
Missouri St.,Jacksonville St.,W
Kennesaw St.,New Mexico St.,W
Massachusetts,Eastern Michigan,W
Louisiana Tech,Sam Houston St.,L
St. Bonaventure,George Mason,L
DePaul,Xavier,L
Weber St.,Idaho St.,W
New Haven,Saint Francis,W
Southern,Alcorn St.,L
Austin Peay,West Georgia,W
Radford,Presbyterian,W
Eastern Kentucky,Central Arkansas,L
South Florida,Temple,L
Prairie View A&M,Texas Southern,W
Morehead St.,Lindenwood,L
Eastern Washington,Northern Colorado,L
Utah,Oklahoma St.,L
Portland,Washington St.,L
New Hampshire,Bryant,L
Central Arkansas,Eastern Kentucky,W
Southern Illinois,Illinois Chicago,L
Toledo,Ball St.,W
Abilene Christian,Southern Utah,L
Cal St. Bakersfield,UC Davis,L
LIU,Central Connecticut,W
Georgia,Texas A&M,L
Valparaiso,Indiana St.,W
Little Rock,Tennessee Tech,L
North Texas,UAB,L
UT Arlington,Cal Baptist,L
Nebraska Omaha,Denver,W
Nicholls St.,East Texas A&M,W
Dartmouth,Brown,W
UC Davis,Cal St. Bakersfield,W
Texas Southern,Prairie View A&M,L
Butler,Georgetown,L
Fresno St.,Air Force,W
Southern Miss,James Madison,W
Saint Joseph's,La Salle,W
Colgate,Lehigh,L
Indiana St.,Valparaiso,L
Mercyhurst,Chicago St.,L
New Orleans,Northwestern St.,W
Northern Colorado,Eastern Washington,W
Louisiana,Georgia Southern,W
Montana,Sacramento St.,L
Pittsburgh,Clemson,L
Albany,UMBC,L
Utah Tech,Tarleton St.,W
Queens,Bellarmine,L
Lafayette,American,W
Saint Francis,New Haven,L
George Mason,St. Bonaventure,W
North Alabama,Stetson,W
Miami OH,Northern Illinois,W
George Washington,Fordham,L
Utah St.,San Diego St.,W
Vermont,NJIT,L
Lehigh,Colgate,W
Arkansas Pine Bluff,Mississippi Valley S,W
Lindenwood,Morehead St.,W
Maine,UMass Lowell,L
Loyola Marymount,Santa Clara,L
Stony Brook,Elon,W
West Georgia,Austin Peay,L
Fairleigh Dickinson,Wagner,L
Northwestern,Washington,L
Eastern Michigan,Massachusetts,L
Evansville,Northern Iowa,L
Robert Morris,Purdue Fort Wayne,L
Portland St.,Montana St.,W
Southeastern Louisia,Stephen F. Austin,L
UTEP,Delaware,W
Presbyterian,Radford,L
Colorado St.,Wyoming,L
Jackson St.,Grambling St.,L
Delaware St.,Maryland Eastern Sho,W
James Madison,Southern Miss,L
Western Kentucky,Middle Tennessee,W
Wagner,Fairleigh Dickinson,W
Grambling St.,Jackson St.,W
UMBC,Albany,W
Richmond,Davidson,L
Oral Roberts,South Dakota St.,L
Montana St.,Portland St.,L
American,Lafayette,L
Northwestern St.,New Orleans,L
San Diego St.,Utah St.,L
Jacksonville St.,Missouri St.,L
Georgia Southern,Louisiana,L
Florida A&M,Alabama A&M,L
Longwood,High Point,L
Central Connecticut,LIU,L
North Carolina A&T,Drexel,L
Northern Illinois,Miami OH,L
The Citadel,UNC Greensboro,W
Delaware,UTEP,L
Stetson,North Alabama,L
La Salle,Saint Joseph's,L
Florida Gulf Coast,Jacksonville,W
Elon,Stony Brook,L
Army,Holy Cross,W
Bethune Cookman,Alabama St.,W
Holy Cross,Army,L
Cal St. Fullerton,UC Santa Barbara,L
Oregon St.,San Diego,W
San Diego,Oregon St.,L
Air Force,Fresno St.,L
Old Dominion,Texas St.,L
Northern Arizona,Idaho,L
East Texas A&M,Nicholls St.,L
Middle Tennessee,Western Kentucky,L
Norfolk St.,Howard,L
Drexel,North Carolina A&T,W
Tarleton St.,Utah Tech,L
Mississippi Valley S,Arkansas Pine Bluff,L
Eastern Illinois,Southeast Missouri S,L
Arkansas St.,Marshall,L
Monmouth,Hofstra,L
Coppin St.,Morgan St.,L
UNC Greensboro,The Citadel,L
UC San Diego,Cal St. Northridge,L
Brown,Dartmouth,L
West Virginia,Baylor,L
Maryland Eastern Sho,Delaware St.,L
Central Michigan,Bowling Green,W
Stonehill,Le Moyne,W
SIU Edwardsville,Southern Indiana,W
Bowling Green,Central Michigan,L
Alabama St.,Bethune Cookman,L
Hampton,Towson,L
Southern Indiana,SIU Edwardsville,L
New Mexico St.,Kennesaw St.,L
Ball St.,Toledo,L
Troy,Appalachian St.,L
Jacksonville,Florida Gulf Coast,L
Le Moyne,Stonehill,L
Western Illinois,Tennessee Martin,L
Purdue,Maryland,W
Iowa,Oregon,W
Illinois,Nebraska,W
Iowa St.,Kansas St.,W
Colorado,TCU,W
Tulsa,Wichita St.,W
Florida,Alabama,W
Penn St.,Minnesota,W
Wright St.,Green Bay,W
Cleveland St.,Milwaukee,W
Siena,Canisius,W
Oregon,Iowa,L
Alabama,Florida,L
Nebraska,Illinois,L
East Tennessee St.,Wofford,W
Tulane,Memphis,W
St. Thomas,UMKC,W
Duquesne,Rhode Island,W
Rider,Saint Peter's,W
East Carolina,Florida Atlantic,W
Wichita St.,Tulsa,L
Louisiana Monroe,Coastal Carolina,L
Samford,Western Carolina,W
Green Bay,Wright St.,L
Coastal Carolina,Louisiana Monroe,W
Minnesota,Penn St.,L
Saint Peter's,Rider,L
Wofford,East Tennessee St.,L
Furman,Chattanooga,W
Florida Atlantic,East Carolina,L
Milwaukee,Cleveland St.,L
Maryland,Purdue,L
Canisius,Siena,L
Memphis,Tulane,L
Merrimack,Sacred Heart,W
Chattanooga,Furman,L
Manhattan,Mount St. Mary's,L
Kansas St.,Iowa St.,L
TCU,Colorado,L
Quinnipiac,Fairfield,W
Fairfield,Quinnipiac,L
Mount St. Mary's,Manhattan,W
Rhode Island,Duquesne,L
Western Carolina,Samford,L
Sacred Heart,Merrimack,L
Oakland,Northern Kentucky,W
UMKC,St. Thomas,L
Marist,Niagara,W
Northern Kentucky,Oakland,L
Niagara,Marist,L
Tennessee Tech,Tennessee St.,W
Portland St.,Idaho St.,W
Sacramento St.,Weber St.,W
North Carolina,Syracuse,W
New Orleans,East Texas A&M,W
Idaho St.,Portland St.,L
Southern,Jackson St.,W
UT Rio Grande Valley,Houston Christian,W
Incarnate Word,Texas A&M Corpus Chr,W
Boston University,Holy Cross,W
Syracuse,North Carolina,L
Lamar,Southeastern Louisia,W
Grambling St.,Alcorn St.,W
Weber St.,Sacramento St.,L
Tennessee St.,Tennessee Tech,L
Bethune Cookman,Alabama A&M,W
Howard,Coppin St.,W
Alabama St.,Florida A&M,W
Jackson St.,Southern,L
Texas Tech,Kansas,L
Stephen F. Austin,McNeese St.,W
East Texas A&M,New Orleans,L
Kansas,Texas Tech,W
Holy Cross,Boston University,L
North Carolina Centr,Maryland Eastern Sho,W
Nicholls St.,Northwestern St.,W
Texas A&M Corpus Chr,Incarnate Word,L
Southeastern Louisia,Lamar,L
Florida A&M,Alabama St.,L
Houston Christian,UT Rio Grande Valley,L
Coppin St.,Howard,L
McNeese St.,Stephen F. Austin,L
Maryland Eastern Sho,North Carolina Centr,L
Northwestern St.,Nicholls St.,L
Alabama A&M,Bethune Cookman,L
Alcorn St.,Grambling St.,L
UCLA,Rutgers,W
Belmont,Drake,W
Saint Louis,Davidson,W
Connecticut,Xavier,W
Tennessee,Mississippi,W
Boise St.,Nevada,W
Drake,Belmont,L
UNLV,Fresno St.,L
Indiana St.,Evansville,W
Central Michigan,Massachusetts,L
Davidson,Saint Louis,L
Massachusetts,Central Michigan,W
N.C. State,SMU,W
Texas,South Carolina,W
Mississippi,Tennessee,L
SMU,N.C. State,L
Nevada,Boise St.,L
Ohio,Western Michigan,W
Rutgers,UCLA,L
Bowling Green,Ball St.,W
Fresno St.,UNLV,W
St. Bonaventure,Dayton,L
Duke,Boston College,W
USC,Indiana,W
South Carolina,Texas,L
Murray St.,Illinois Chicago,W
Grand Canyon,Air Force,W
Indiana,USC,L
Bradley,Valparaiso,W
St. John's,DePaul,W
Virginia,Pittsburgh,W
VCU,Fordham,W
Niagara,Canisius,W
San Diego St.,Wyoming,W
Dayton,St. Bonaventure,W
Wyoming,San Diego St.,L
Toledo,Kent St.,L
SIU Edwardsville,Lindenwood,W
Kent St.,Toledo,W
Lindenwood,SIU Edwardsville,L
Buffalo,Miami OH,L
Miami OH,Buffalo,W
Xavier,Connecticut,L
Valparaiso,Bradley,L
Western Michigan,Ohio,L
DePaul,St. John's,L
Evansville,Indiana St.,L
Loyola Chicago,La Salle,W
Akron,Eastern Michigan,W
Boston College,Duke,L
Illinois Chicago,Murray St.,L
Eastern Michigan,Akron,L
Air Force,Grand Canyon,L
Pittsburgh,Virginia,L
La Salle,Loyola Chicago,L
Fordham,VCU,L
Ball St.,Bowling Green,L
Canisius,Niagara,L
Little Rock,Tennessee Martin,L
Southern Illinois,Illinois St.,W
Tennessee Martin,Little Rock,W
Illinois St.,Southern Illinois,L
Iowa,Washington,W
Kentucky,Oklahoma,W
Minnesota,Michigan St.,W
UTSA,South Florida,L
Portland,Gonzaga,W
South Florida,UTSA,W
Alabama,Texas A&M,W
Washington,Iowa,L
Illinois,Northwestern,W
Texas A&M,Alabama,L
Youngstown St.,Purdue Fort Wayne,W
Oklahoma,Kentucky,L
Oklahoma St.,BYU,W
Saint Mary's,San Diego,W
Baylor,Colorado,W
Villanova,Seton Hall,W
Houston,UCF,W
Loyola Marymount,San Francisco,W
Utah St.,New Mexico,W
Providence,Butler,W
BYU,Oklahoma St.,L
Pepperdine,Seattle,L
Michigan St.,Minnesota,L
California,Georgia Tech,W
Marshall,Southern Miss,W
St. Thomas,South Dakota St.,W
Georgia Tech,California,L
New Mexico St.,Louisiana Tech,W
Green Bay,Northern Kentucky,W
Arizona St.,Utah,W
Austin Peay,Lipscomb,W
Butler,Providence,L
Stanford,Clemson,L
Louisiana Monroe,Old Dominion,W
Cleveland St.,Oakland,W
Detroit Mercy,Milwaukee,W
Liberty,Delaware,W
Clemson,Stanford,W
UNC Greensboro,Western Carolina,W
Santa Clara,Pacific,W
Southern Miss,Marshall,L
George Washington,Saint Joseph's,L
East Texas A&M,Northwestern St.,W
Troy,Georgia St.,W
Tulsa,Florida Atlantic,W
Duquesne,George Mason,W
Rice,North Texas,W
Louisiana,James Madison,W
Saint Joseph's,George Washington,W
UCF,Houston,L
Winthrop,Radford,W
Lipscomb,Austin Peay,L
Gonzaga,Portland,L
Notre Dame,Louisville,L
Western Carolina,UNC Greensboro,L
FIU,Middle Tennessee,W
San Francisco,Loyola Marymount,L
Appalachian St.,South Alabama,W
Wofford,VMI,W
Longwood,Gardner Webb,W
San Diego,Saint Mary's,L
Louisville,Notre Dame,W
Delaware,Liberty,L
Loyola MD,Lehigh,W
Northwestern St.,East Texas A&M,L
Central Arkansas,North Alabama,W
Florida Atlantic,Tulsa,L
High Point,Charleston Southern,W
UNC Asheville,USC Upstate,W
Texas St.,Georgia Southern,W
Wichita St.,Charlotte,W
Radford,Winthrop,L
Charlotte,Wichita St.,L
Georgetown,Creighton,W
Robert Morris,Wright St.,W
George Mason,Duquesne,L
James Madison,Louisiana,L
Northern Kentucky,Green Bay,L
Arkansas Pine Bluff,Grambling St.,W
Oakland,Cleveland St.,L
Seattle,Pepperdine,W
Seton Hall,Villanova,L
North Texas,Rice,L
South Dakota St.,St. Thomas,L
South Alabama,Appalachian St.,L
USC Upstate,UNC Asheville,L
Middle Tennessee,FIU,L
Furman,East Tennessee St.,L
Washington St.,Oregon St.,L
Arkansas St.,Coastal Carolina,W
Oregon St.,Washington St.,W
Georgia Southern,Texas St.,L
Colorado,Baylor,L
Utah,Arizona St.,L
Georgia St.,Troy,L
Sam Houston St.,UTEP,W
Purdue Fort Wayne,Youngstown St.,L
Bucknell,American,W
Louisiana Tech,New Mexico St.,L
Creighton,Georgetown,L
East Tennessee St.,Furman,W
North Alabama,Central Arkansas,L
New Mexico,Utah St.,L
Wright St.,Robert Morris,L
UTEP,Sam Houston St.,L
Colgate,Army,W
Milwaukee,Detroit Mercy,L
Lehigh,Loyola MD,L
American,Bucknell,L
Pacific,Santa Clara,L
Coastal Carolina,Arkansas St.,L
Navy,Lafayette,W
South Carolina St.,Maryland Eastern Sho,W
Old Dominion,Louisiana Monroe,L
South Dakota,UMKC,W
Gardner Webb,Longwood,L
UMKC,South Dakota,L
VMI,Wofford,L
Grambling St.,Arkansas Pine Bluff,L
Lafayette,Navy,L
Army,Colgate,L
Charleston Southern,High Point,L
Northwestern,Illinois,L
Maryland Eastern Sho,South Carolina St.,L
Michigan,Penn St.,W
Tennessee Tech,Western Illinois,W
Ohio St.,Maryland,W
Bellarmine,Stetson,W
Queens,Jacksonville,W
UC Davis,UC Santa Barbara,W
Northern Colorado,Weber St.,W
William & Mary,UNC Wilmington,W
Northern Arizona,Idaho St.,W
Fairfield,Sacred Heart,W
Merrimack,Mount St. Mary's,W
Cal St. Northridge,Cal Poly,W
Marist,Rider,W
UC Santa Barbara,UC Davis,L
Penn St.,Michigan,L
Memphis,UAB,W
Saint Peter's,Manhattan,W
Maine,Vermont,W
Utah Tech,UT Arlington,W
Cal Poly,Cal St. Northridge,L
UNC Wilmington,William & Mary,L
Eastern Washington,Montana,W
Manhattan,Saint Peter's,L
Saint Francis,Mercyhurst,L
Fairleigh Dickinson,Stonehill,W
Denver,North Dakota St.,W
Campbell,Drexel,W
Iona,Siena,L
Sacred Heart,Fairfield,L
Siena,Iona,W
Monmouth,Stony Brook,W
Central Connecticut,Chicago St.,W
NJIT,UMass Lowell,W
Idaho St.,Northern Arizona,L
Western Illinois,Tennessee Tech,L
Mercyhurst,Saint Francis,W
West Virginia,Cincinnati,W
Little Rock,Lindenwood,L
Wagner,Le Moyne,W
Tennessee Martin,Southern Indiana,W
Hofstra,Northeastern,W
Le Moyne,Wagner,L
Jacksonville,Queens,L
Long Beach St.,UC San Diego,L
Lindenwood,Little Rock,W
UT Arlington,Utah Tech,L
Southeast Missouri S,Morehead St.,W
Maryland,Ohio St.,L
Vermont,Maine,L
Weber St.,Northern Colorado,L
Samford,The Citadel,W
Tennessee St.,Eastern Illinois,W
Nebraska Omaha,North Dakota,L
Cincinnati,West Virginia,L
UMBC,Binghamton,W
Chicago St.,Central Connecticut,L
Montana St.,Idaho,W
North Dakota,Nebraska Omaha,W
Montana,Eastern Washington,L
North Florida,West Georgia,W
Mount St. Mary's,Merrimack,L
UAB,Memphis,L
Eastern Kentucky,Florida Gulf Coast,W
Chattanooga,Mercer,W
Stetson,Bellarmine,L
Elon,Hampton,L
Morehead St.,Southeast Missouri S,L
Stony Brook,Monmouth,L
Jacksonville St.,Western Kentucky,W
Northeastern,Hofstra,L
Hampton,Elon,W
Cal St. Bakersfield,UC Irvine,L
Eastern Illinois,Tennessee St.,L
Florida Gulf Coast,Eastern Kentucky,L
Mercer,Chattanooga,L
UC San Diego,Long Beach St.,W
Utah Valley,Abilene Christian,W
Bryant,Albany,L
Cal St. Fullerton,UC Riverside,W
The Citadel,Samford,L
UC Riverside,Cal St. Fullerton,L
Quinnipiac,Canisius,W
Charleston,North Carolina A&T,W
Rider,Marist,L
Albany,Bryant,W
UC Irvine,Cal St. Bakersfield,W
Binghamton,UMBC,L
LIU,New Haven,W
Western Kentucky,Jacksonville St.,L
Tarleton St.,Cal Baptist,L
